	C	d^2u/dx2^2{power: 1.0}	du/dx1{power: 1.0}	u{power: 1.0}	d^2u/dx1^2{power: 1.0}_r
0	-0.5711016791643868	0.03127076239834967	0.0	0.0	-1
1	-0.569711182850781	0.03174990328964211	-0.03604115096952898	0.0	-1
2	2.910218488589211	0.0	-0.08878900558577822	-1.0823352244715947	-1
