	d^2u/dx2^2{power: 1.0}	u{power: 1.0}	C	du/dx1{power: 1.0}	d^2u/dx1^2{power: 1.0}_r	du/dx1{power: 1.0}_r
184	0.034083335099562	0.0	-0.434644056538215	-0.0280409988028543	-1	0
185	0.0276466390350311	-0.2180803600893647	0.2630550855130323	-0.0411104426915212	-1	0
186	0.0	0.0	0.0	0.0	0	-1
187	0.034083335099562	0.0	-0.434644056538215	-0.0280409988028543	-1	0
188	0.0414160032032822	0.253863926872501	-1.2465836553337553	0.0	-1	0
189	0.027646639035031	-0.2180803600893655	0.2630550855130348	-0.0411104426915194	-1	0
190	0.0	0.0	0.0	0.0	0	-1
191	0.034083335099562	0.0	-0.434644056538215	-0.0280409988028543	-1	0
192	0.0414160032032822	0.253863926872501	-1.2465836553337553	0.0	-1	0
193	0.0276466390350318	-0.2180803600893407	0.2630550855129542	-0.0411104426915207	-1	0
194	0.0	-1.1116870925398714	3.119353000153107	0.0	-1	0
195	0.0	0.0	0.0	0.0	0	-1
196	0.0276466390350311	-0.2180803600893647	0.2630550855130323	-0.0411104426915212	-1	0
197	0.0	0.0	0.0	0.0	0	-1
198	0.0414160032032822	0.253863926872501	-1.2465836553337553	0.0	-1	0
199	0.0276466390350329	-0.2180803600893373	0.2630550855129436	-0.0411104426915203	-1	0
200	0.0414160032032822	0.253863926872501	-1.2465836553337553	0.0	-1	0
201	0.0	0.0	0.0	0.0	0	-1
202	0.0276466390350329	-0.2180803600893364	0.263055085512941	-0.0411104426915203	-1	0
203	0.0	-1.1116870925398714	3.119353000153107	0.0	-1	0
204	0.0	0.0	0.0	0.0	0	-1
205	0.0	-0.4365462403578326	1.4137134092606396	0.0	0	-1
206	0.027646639035031	-0.2180803600893655	0.2630550855130348	-0.0411104426915194	-1	0
207	0.0	0.0	0.0	0.0	0	-1
208	0.0414160032032822	0.253863926872501	-1.2465836553337553	0.0	-1	0
209	0.0276466390350329	-0.2180803600893373	0.2630550855129436	-0.0411104426915203	-1	0
210	0.0414160032032822	0.253863926872501	-1.2465836553337553	0.0	-1	0
211	0.0	0.0	0.0	0.0	0	-1
212	0.0276466390350329	-0.2180803600893373	0.2630550855129436	-0.0411104426915203	-1	0
213	0.034083335099562	0.0	-0.434644056538215	-0.0280409988028543	-1	0
214	0.0	0.0	0.0	0.0	0	-1
215	0.0414160032032822	0.253863926872501	-1.2465836553337553	0.0	-1	0
216	0.0276466390350318	-0.2180803600893407	0.2630550855129542	-0.0411104426915207	-1	0
217	0.0	-1.1116870925398714	3.119353000153107	0.0	-1	0
218	0.034083335099562	0.0	-0.434644056538215	-0.0280409988028543	-1	0
219	0.0	0.0	0.0	0.0	0	-1
220	0.0276466390350329	-0.2180803600893373	0.2630550855129436	-0.0411104426915203	-1	0
221	0.034083335099562	0.0	-0.434644056538215	-0.0280409988028543	-1	0
222	0.0	0.0	0.0	0.0	0	-1
223	0.0414160032032822	0.253863926872501	-1.2465836553337553	0.0	-1	0
224	0.0	0.0	0.0	0.0	0	-1
225	0.027646639035031	-0.2180803600893655	0.2630550855130348	-0.0411104426915194	-1	0
226	0.0	-1.1116870925398714	3.119353000153107	0.0	-1	0
227	0.034083335099562	0.0	-0.434644056538215	-0.0280409988028543	-1	0
228	0.0276466390350311	-0.2180803600893647	0.2630550855130323	-0.0411104426915212	-1	0
229	0.0414160032032822	0.253863926872501	-1.2465836553337553	0.0	-1	0
230	0.0	0.0	0.0	0.0	0	-1
231	0.0276466390350329	-0.2180803600893373	0.2630550855129436	-0.0411104426915203	-1	0
232	0.0414160032032822	0.253863926872501	-1.2465836553337553	0.0	-1	0
233	0.0	0.0	0.0	0.0	0	-1
234	0.0276466390350329	-0.2180803600893373	0.2630550855129436	-0.0411104426915203	-1	0
235	0.0	-1.1116870925398714	3.119353000153107	0.0	-1	0
236	0.0	0.0	0.0	0.0	0	-1
237	0.034083335099562	0.0	-0.434644056538215	-0.0280409988028543	-1	0
238	0.0276466390350314	-0.218080360089353	0.263055085512993	-0.0411104426915212	-1	0
239	0.034083335099562	0.0	-0.434644056538215	-0.0280409988028543	-1	0
240	0.0	0.0	0.0	0.0	0	-1
241	0.0414160032032822	0.253863926872501	-1.2465836553337553	0.0	-1	0
242	0.0276466390350329	-0.2180803600893373	0.2630550855129436	-0.0411104426915203	-1	0
243	0.0	0.0	0.0	0.0	0	-1
244	0.0414160032032822	0.253863926872501	-1.2465836553337553	0.0	-1	0
245	0.0	0.0	0.0	0.0	0	-1
246	0.0276466390350318	-0.2180803600893407	0.2630550855129542	-0.0411104426915207	-1	0
247	0.034083335099562	0.0	-0.434644056538215	-0.0280409988028543	-1	0
248	0.0414160032032822	0.253863926872501	-1.2465836553337553	0.0	-1	0
249	0.0276466390350329	-0.2180803600893373	0.2630550855129436	-0.0411104426915203	-1	0
250	0.0	0.0	0.0	0.0	0	-1
251	0.034083335099562	0.0	-0.434644056538215	-0.0280409988028543	-1	0
252	0.0414160032032822	0.253863926872501	-1.2465836553337553	0.0	-1	0
253	0.0276466390350329	-0.2180803600893373	0.2630550855129436	-0.0411104426915203	-1	0
254	0.0414160032032822	0.253863926872501	-1.2465836553337553	0.0	-1	0
255	0.0	0.0	0.0	0.0	0	-1
256	0.0276466390350311	-0.2180803600893647	0.2630550855130323	-0.0411104426915212	-1	0
257	0.0	-1.1116870925398714	3.119353000153107	0.0	-1	0
258	0.0	0.0	0.0	0.0	0	-1
259	0.0276466390350314	-0.218080360089353	0.263055085512993	-0.0411104426915212	-1	0
260	0.0414160032032822	0.253863926872501	-1.2465836553337553	0.0	-1	0
261	0.0	0.0	0.0	0.0	0	-1
