	du/dx1{power: 1.0}	C	u{power: 1.0}	d^2u/dx2^2{power: 1.0}	d^2u/dx1^2{power: 1.0}_r
0	-0.08878900558577822	2.910218488589211	-1.0823352244715947	0.0	-1
1	0.0	-0.5711016791643868	0.0	0.03127076239834967	-1
2	0.0	2.7742424776970727	-1.0416103120446218	0.0	-1
