	u{power: 1.0} * du/dx1{power: 1.0}	d^2u/dx1^2{power: 1.0}	C	u{power: 1.0} * du/dx2{power: 1.0}	du/dx2{power: 1.0}	du/dx1{power: 1.0}	du/dx2{power: 1.0} * d^2u/dx1^2{power: 1.0}	d^2u/dx1^2{power: 1.0} * u{power: 1.0}	d^2u/dx1^2{power: 1.0} * du/dx1{power: 1.0}	u{power: 1.0}	du/dx1{power: 1.0} * du/dx2{power: 1.0}	du/dx1{power: 1.0} * du/dx2{power: 1.0}_r	du/dx1{power: 1.0}_r	u{power: 1.0} * du/dx2{power: 1.0}_r	du/dx2{power: 1.0}_r	d^2u/dx1^2{power: 1.0}_r
81	0.0	0.0	3.871864430063951e-14	0.0	0.0	-1.0000000000000013	0.0	0.0	0.0	0.0	-4.681663377037629e-16	0.0	0.0	-1.0	0.0	0.0
82	0.0	2.2070707406860285e-16	3.838552150540908e-14	-0.9999999999999986	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0
83	0.0	0.0	7.04704442367886e-15	0.0	0.0	-0.9999999999999998	-4.9017684238689834e-18	0.0	0.0	0.0	0.0	0.0	0.0	-1.0	0.0	0.0
84	0.0	0.0	-0.014616449128869478	0.0015221836145598157	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0	0.0
85	0.0	2.32709151602792e-16	3.871815656253253e-14	0.0	0.0	-1.0000000000000018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0	0.0	0.0
86	0.0	-0.5000000000000001	1.2163220434398639e-14	0.0	0.0	0.0	0.0	0.0	1.83636998618634e-20	0.0	0.0	-1.0	0.0	0.0	0.0	0.0
87	0.0	-0.4999999999999997	-2.276974047912594e-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	0.0
88	0.0	2.32709151602792e-16	3.871815656253253e-14	0.0	0.0	-1.0000000000000018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0	0.0	0.0
89	0.0	-0.5000000000000001	1.2163220434398639e-14	0.0	0.0	0.0	0.0	0.0	1.83636998618634e-20	0.0	0.0	-1.0	0.0	0.0	0.0	0.0
90	0.0	-0.4999999999999997	-2.276974047912594e-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	0.0
91	0.0	2.1833441224913494e-16	3.8592366065001715e-14	0.0	0.0	-1.0000000000000016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0	0.0	0.0
92	0.0	0.0	7.04704442367886e-15	0.0	0.0	-0.9999999999999998	-4.9017684238689834e-18	0.0	0.0	0.0	0.0	0.0	0.0	-1.0	0.0	0.0
93	0.0	-0.4999999999999997	-2.276974047912594e-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	0.0
94	0.0	2.1833441224913494e-16	3.8592366065001715e-14	0.0	0.0	-1.0000000000000016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0	0.0	0.0
95	0.0	0.0	7.04704442367886e-15	0.0	0.0	-0.9999999999999998	-4.9017684238689834e-18	0.0	0.0	0.0	0.0	0.0	0.0	-1.0	0.0	0.0
96	0.0	-0.4999999999999997	-2.276974047912594e-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	0.0
97	0.0	2.2070707406860285e-16	3.838552150540908e-14	-0.9999999999999986	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0
98	0.0	0.0	7.04704442367886e-15	0.0	0.0	-0.9999999999999998	-4.9017684238689834e-18	0.0	0.0	0.0	0.0	0.0	0.0	-1.0	0.0	0.0
99	0.0	-0.4999999999999997	-2.276974047912594e-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	0.0
100	0.0	2.1833441224913494e-16	3.8592366065001715e-14	0.0	0.0	-1.0000000000000016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0	0.0	0.0
101	0.0	0.0	7.04704442367886e-15	0.0	0.0	-0.9999999999999998	-4.9017684238689834e-18	0.0	0.0	0.0	0.0	0.0	0.0	-1.0	0.0	0.0
102	0.0	2.1833441224913494e-16	3.8592366065001715e-14	0.0	0.0	-1.0000000000000016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0	0.0	0.0
103	0.0	0.0	-0.014616449128869478	0.0015221836145598157	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0	0.0
104	0.0	-0.4999999999999997	-2.276974047912594e-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	0.0
105	-1.3381883073478396e-18	-0.4999999999999997	3.5192101376048043e-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	0.0
106	0.0	2.1833441224913494e-16	3.8592366065001715e-14	0.0	0.0	-1.0000000000000016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0	0.0	0.0
107	0.0	0.0	7.04704442367886e-15	0.0	0.0	-0.9999999999999998	-4.9017684238689834e-18	0.0	0.0	0.0	0.0	0.0	0.0	-1.0	0.0	0.0
108	0.0	-0.4999999999999997	-2.276974047912594e-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	0.0
109	0.0	2.2070707406860285e-16	3.838552150540908e-14	-0.9999999999999986	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0
110	0.0	2.1833441224913494e-16	3.8592366065001715e-14	0.0	0.0	-1.0000000000000016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0	0.0	0.0
111	-1.3381883073478396e-18	-0.4999999999999997	3.5192101376048043e-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	0.0
112	0.0	0.0	-0.014616449128869478	0.0015221836145598157	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0	0.0
113	0.0	0.0	7.04704442367886e-15	0.0	0.0	-0.9999999999999998	-4.9017684238689834e-18	0.0	0.0	0.0	0.0	0.0	0.0	-1.0	0.0	0.0
114	0.0	0.0	-0.014616449128869478	0.0015221836145598157	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0	0.0
115	0.0	2.2070707406860285e-16	3.838552150540908e-14	-0.9999999999999986	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0
116	0.0	-0.4999999999999997	-2.276974047912594e-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	0.0
117	0.0	2.1833441224913494e-16	3.8592366065001715e-14	0.0	0.0	-1.0000000000000016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0	0.0	0.0
118	0.0	2.2070707406860285e-16	3.838552150540908e-14	-0.9999999999999986	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0
119	0.0	0.0	7.04704442367886e-15	0.0	0.0	-0.9999999999999998	-4.9017684238689834e-18	0.0	0.0	0.0	0.0	0.0	0.0	-1.0	0.0	0.0
120	0.0	0.0	-0.014616449128869478	0.0015221836145598157	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0	0.0
121	0.0	0.0	7.04704442367886e-15	0.0	0.0	-0.9999999999999998	-4.9017684238689834e-18	0.0	0.0	0.0	0.0	0.0	0.0	-1.0	0.0	0.0
122	0.0	-0.4999999999999997	-2.276974047912594e-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	0.0
123	0.0	2.32709151602792e-16	3.871815656253253e-14	0.0	0.0	-1.0000000000000018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0	0.0	0.0
124	0.0	0.0	7.04704442367886e-15	0.0	0.0	-0.9999999999999998	-4.9017684238689834e-18	0.0	0.0	0.0	0.0	0.0	0.0	-1.0	0.0	0.0
125	0.0	2.2070707406860285e-16	3.838552150540908e-14	-0.9999999999999986	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0
126	0.0	0.0	-0.015174903561221847	0.0015003862368651306	0.0	0.0	0.0	0.0	0.0	0.0	1.4517084748639008e-06	0.0	0.0	0.0	-1.0	0.0
127	0.0	-0.4999999999999997	-2.276974047912594e-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	0.0
128	-1.3381883073478396e-18	-0.4999999999999997	3.5192101376048043e-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	0.0
129	0.0	2.2070707406860285e-16	3.838552150540908e-14	-0.9999999999999986	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0
130	0.0	0.0	6.779870237104722e-15	-1.0000000000000002	0.0	0.0	-5.220407400616298e-18	0.0	0.0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0
131	0.0	-0.4999999999999997	-2.276974047912594e-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	0.0
132	0.0	2.1833441224913494e-16	3.8592366065001715e-14	0.0	0.0	-1.0000000000000016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0	0.0	0.0
133	0.0	0.0	7.04704442367886e-15	0.0	0.0	-0.9999999999999998	-4.9017684238689834e-18	0.0	0.0	0.0	0.0	0.0	0.0	-1.0	0.0	0.0
134	0.0	-0.4999999999999997	-2.276974047912594e-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	0.0
135	0.0	0.0	-0.015174903561221847	0.0015003862368651306	0.0	0.0	0.0	0.0	0.0	0.0	1.4517084748639008e-06	0.0	0.0	0.0	-1.0	0.0
136	0.0	-0.4999999999999997	-2.276974047912594e-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	0.0
137	-1.3381883073478396e-18	-0.4999999999999997	3.5192101376048043e-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	0.0
138	0.0	-0.5000000000000001	1.2163220434398639e-14	0.0	0.0	0.0	0.0	0.0	1.83636998618634e-20	0.0	0.0	-1.0	0.0	0.0	0.0	0.0
139	0.0	-0.4999999999999997	-2.276974047912594e-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	0.0
140	0.0	2.32709151602792e-16	3.871815656253253e-14	0.0	0.0	-1.0000000000000018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0	0.0	0.0
141	0.0	0.0	7.04704442367886e-15	0.0	0.0	-0.9999999999999998	-4.9017684238689834e-18	0.0	0.0	0.0	0.0	0.0	0.0	-1.0	0.0	0.0
142	0.0	-0.4999999999999997	-2.276974047912594e-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	0.0
