	d^2u/dx2^2{power: 1.0}	du/dx2{power: 1.0}	u{power: 1.0}	C	du/dx1{power: 1.0}	d^2u/dx1^2{power: 1.0}_r	du/dx1{power: 1.0}_r
145	0.037572061898378625	-0.0002319692804486494	0.0	-0.1713663510426852	0.0	-1	0
146	0.052299460751489724	0.0	0.48313154957757537	-1.6904636685522192	0.017870277517145563	-1	0
147	0.037572061898378625	-0.0002319692804486494	0.0	-0.1713663510426852	0.0	-1	0
148	0.0	0.0	0.0	0.0	0.0	0	-1
149	0.05229946075148955	0.0	0.48313154957757554	-1.6904636685522219	0.017870277517153726	-1	0
150	0.03757206020154708	0.0	0.0	-0.17136645154641753	0.0	-1	0
151	0.0	0.0	0.0	0.0	0.0	0	-1
152	0.037572061898378625	-0.0002319692804486494	0.0	-0.1713663510426852	0.0	-1	0
153	0.03757206020154708	0.0	0.0	-0.17136645154641753	0.0	-1	0
154	0.0	0.0	0.0	0.0	0.0	0	-1
155	0.03757206189837861	-0.00023196928044863507	0.0	-0.17136635104268544	0.0	-1	0
156	0.05010276199322834	-0.0002320414810459948	0.40394081652211694	-1.4398369178958632	0.0	-1	0
157	0.052299460751489696	0.0	0.4831315495775757	-1.6904636685522196	0.017870277517152925	-1	0
158	0.03757206020154708	0.0	0.0	-0.17136645154641753	0.0	-1	0
159	0.0	0.0	0.0	0.0	0.0	0	-1
160	0.037944533793555064	-0.00023205155841609686	0.0	-0.16857323042594197	-0.02561195909607636	-1	0
161	0.052299460751489724	0.0	0.48313154957757537	-1.6904636685522192	0.017870277517145563	-1	0
162	0.0	0.0	0.0	0.0	0.0	0	-1
163	0.037572061898378625	-0.0002319692804486494	0.0	-0.1713663510426852	0.0	-1	0
164	0.05229946075148952	0.0	0.483131549577575	-1.6904636685522205	0.0178702775171546	-1	0
165	0.03757206020154708	0.0	0.0	-0.17136645154641753	0.0	-1	0
166	0.0	0.0	0.0	0.0	0.0	0	-1
167	0.037944533793555064	-0.00023205155841609686	0.0	-0.16857323042594197	-0.02561195909607636	-1	0
168	0.052299460751489696	0.0	0.4831315495775757	-1.6904636685522196	0.017870277517152925	-1	0
169	0.03757206020154708	0.0	0.0	-0.17136645154641753	0.0	-1	0
170	0.037572061898378625	-0.0002319692804486494	0.0	-0.1713663510426852	0.0	-1	0
171	0.0	0.0	0.0	0.0	0.0	0	-1
172	0.05229946075148954	0.0	0.48313154957757376	-1.690463668552215	0.017870277517151926	-1	0
173	0.03757206020154708	0.0	0.0	-0.17136645154641753	0.0	-1	0
174	0.0	0.0	0.0	0.0	0.0	0	-1
175	0.0	0.0	-0.4908009787086115	1.6818364723084478	0.0	0	-1
176	0.03757206020154708	0.0	0.0	-0.17136645154641753	0.0	-1	0
177	0.05229946075148954	0.0	0.48313154957757376	-1.690463668552215	0.017870277517151926	-1	0
178	0.0	0.0	0.0	0.0	0.0	0	-1
179	0.0501027619932284	-0.00023204148104599522	0.4039408165221179	-1.439836917895866	0.0	-1	0
180	0.03757206020154708	0.0	0.0	-0.17136645154641753	0.0	-1	0
181	0.052299460751489696	0.0	0.4831315495775757	-1.6904636685522196	0.017870277517152925	-1	0
182	0.0	0.0	0.0	0.0	0.0	0	-1
183	0.037572061898378625	-0.0002319692804486494	0.0	-0.1713663510426852	0.0	-1	0
184	0.03757206020154708	0.0	0.0	-0.17136645154641753	0.0	-1	0
185	0.052299460751489696	0.0	0.4831315495775757	-1.6904636685522196	0.017870277517152925	-1	0
186	0.0	0.0	0.0	0.0	0.0	0	-1
187	0.0501027619932284	-0.00023204148104599522	0.4039408165221179	-1.439836917895866	0.0	-1	0
188	0.0	0.0	0.0	0.0	0.0	0	-1
189	0.037944533793555064	-0.00023205155841609686	0.0	-0.16857323042594197	-0.02561195909607636	-1	0
190	0.03757206020154708	0.0	0.0	-0.17136645154641753	0.0	-1	0
