,grid_res,time,RMSE,type,cache
0,70,806.5528366565704,0.09422441576997749,wave_eqn,True
1,70,920.4182991981506,0.08569116311675448,wave_eqn,True
2,70,1056.8002469539642,0.10455370221135045,wave_eqn,True
3,70,892.812203168869,0.10666342085363759,wave_eqn,True
4,70,849.7851626873016,0.09694945160461543,wave_eqn,True
5,70,944.8974268436432,0.3344723453610736,wave_eqn,True
6,70,581.1534786224365,0.11599012144021807,wave_eqn,True
7,70,1069.896736383438,0.1366597837549858,wave_eqn,True
8,70,900.6245315074921,0.15447348300219624,wave_eqn,True
9,70,767.8936862945557,0.226486167712951,wave_eqn,True
10,70,912.9476554393768,0.11398171073755563,wave_eqn,True
11,70,891.5342063903809,0.32694968092495696,wave_eqn,True
12,70,1065.295690536499,0.1276063631423316,wave_eqn,True
13,70,754.2136538028717,0.11832744089107809,wave_eqn,True
14,70,894.7911779880524,0.09115336752411907,wave_eqn,True
15,70,1411.925775051117,0.10649585477853933,wave_eqn,True
16,70,902.2037220001221,0.1148895377322242,wave_eqn,True
17,70,1072.49134683609,0.0922477298990283,wave_eqn,True
18,70,958.6300699710846,0.05492927338455355,wave_eqn,True
19,70,746.7970850467682,0.1149243943111526,wave_eqn,True
20,70,1060.7975747585297,0.1161786772199648,wave_eqn,True
21,70,606.8584315776825,0.09116769396784602,wave_eqn,True
22,70,619.6559309959412,0.28927986121730737,wave_eqn,True
23,70,500.00724172592163,0.30510571258273034,wave_eqn,True
24,70,881.4147827625275,0.09482520747784824,wave_eqn,True
25,70,745.4283232688904,0.1247577952605486,wave_eqn,True
26,70,854.6660594940186,0.15548415329850124,wave_eqn,True
27,70,740.2129418849945,0.11361382044216764,wave_eqn,True
28,70,509.4787335395813,0.12877000230712288,wave_eqn,True
29,70,699.986100435257,0.37234795514082986,wave_eqn,True
30,70,1002.20982837677,0.12694835590054235,wave_eqn,True
31,70,955.5777406692505,0.10008580316413535,wave_eqn,True
32,70,675.7924828529358,0.10853906612973671,wave_eqn,True
33,70,1147.5778076648712,0.11171463900521007,wave_eqn,True
34,70,731.752162694931,0.34425263851149995,wave_eqn,True
